method,volume_id,page_id,start,end,entity,entity_type
roberta,inu.39000000903711,49,282,326,i sagwu iyuwakdi sihgwa ogajeli aginvsgiyvhv,ORG
roberta,inu.39000000903711,49,327,365,i ale galhjode hawini waginsinvstany'i,ORG
roberta,inu.39000000903711,49,367,400,agwasdi'igwu jigeyuja gesy nahiyu,ORG
roberta,inu.39000000903711,49,402,421,iga utahlawohistanv,ORG
spacy-trf,inu.39000000903711,49,10,50,Junsdi dunihalagohvsgv dekanvwisge edoda,PERSON
spacy-trf,inu.39000000903711,49,75,146,vsgi nadvnehe anadisgo nvdigalsdohdisge uwasa udoda hla ugohv yigese?i.,PERSON
spacy-trf,inu.39000000903711,49,147,163,hlahno yagwanhta,PERSON
spacy-trf,inu.39000000903711,49,165,212,asesgini unijati aniyvwiya danatihnohihe junsdi,PERSON
spacy-trf,inu.39000000903711,49,213,227,vsgi ijuwahndi,PERSON
spacy-trf,inu.39000000903711,49,229,252,ale nigada dunadiwsge?i,PERSON
spacy-trf,inu.39000000903711,49,254,400,Ale vsgwu utahlawosati gesv?i sagwu iyuwakdi sihgwa ogajeli aginvsgiyvhv?i ale galhjode hawini waginsinvstany'i (agwasdi'igwu jigeyuja gesy nahiyu,PERSON
booknlp,inu.39000000903711,50,46,53,Grandpa,PER
roberta,inu.39000000903711,50,14,20,Indian,MISC
roberta,inu.39000000903711,50,46,53,Grandpa,PER
spacy-trf,inu.39000000903711,50,14,20,Indian,NORP
spacy-trf,inu.39000000903711,50,46,53,Grandpa,PERSON
stanford,inu.39000000903711,51,20,27,Grandpa,LOCATION
stanford,inu.39000000903711,51,88,94,Evelyn,PERSON
booknlp,inu.39000000903711,51,88,94,Evelyn,PER
roberta,inu.39000000903711,51,88,94,Evelyn,PER
spacy-trf,inu.39000000903711,51,88,94,Evelyn,PERSON
roberta,inu.39000000903711,58,0,71,"ale nogwu uganowa yidojulvsadada elohi ididla
digwahnawesdi agwadulisgo",ORG
roberta,inu.39000000903711,58,126,130,nvdo,ORG
roberta,inu.39000000903711,58,133,140,iga ehi,LOC
roberta,inu.39000000903711,58,142,194,dikalv ididla-uganowa dulvsady agiganawhdohdi jiyelv,ORG
roberta,inu.39000000903711,58,195,216,"i digvwalosvhi.
hlade",ORG
roberta,inu.39000000903711,58,218,279,"udohiyu gesv. agwadehosatahehno.
iyvdaha eladi ganigisgo doyi",ORG
roberta,inu.39000000903711,58,284,288,nvdo,ORG
roberta,inu.39000000903711,58,290,297,iga ehi,LOC
roberta,inu.39000000903711,58,299,308,agiyvhiho,ORG
roberta,inu.39000000903711,58,309,310,i,ORG
roberta,inu.39000000903711,58,332,333,i,ORG
roberta,inu.39000000903711,58,335,362,agwajetsdvle agwaligvdulodo,ORG
spacy-trf,inu.39000000903711,58,0,9,ale nogwu,PERSON
spacy-trf,inu.39000000903711,58,142,163,dikalv ididla-uganowa,PERSON
spacy-trf,inu.39000000903711,58,164,172,dulvsady,PERSON
spacy-trf,inu.39000000903711,58,211,216,hlade,PERSON
spacy-trf,inu.39000000903711,58,218,231,udohiyu gesv.,PERSON
spacy-trf,inu.39000000903711,58,251,279,iyvdaha eladi ganigisgo doyi,PERSON
spacy-trf,inu.39000000903711,58,294,298,ehi),PERSON
roberta,inu.39000000903711,65,0,27,ijanhtahno iyuwesdi helisgy,ORG
roberta,inu.39000000903711,65,32,67,ulihelisdi hiyadanvdadistana agweji,ORG
roberta,inu.39000000903711,65,69,75,agehya,LOC
spacy-trf,inu.39000000903711,65,0,30,ijanhtahno iyuwesdi helisgy?i.,PERSON
spacy-trf,inu.39000000903711,65,79,89,yudvhne?i.,PERSON
stanford,inu.39000000903711,67,169,177,Adawosgi,LOCATION
booknlp,inu.39000000903711,67,169,177,Adawosgi,PER
roberta,inu.39000000903711,67,0,7,Adawosg,ORG
roberta,inu.39000000903711,67,9,30,nusdv hiyadv'istany'i,ORG
roberta,inu.39000000903711,67,56,63,Adawosg,ORG
roberta,inu.39000000903711,67,65,83,nusdy gvyagatahy’i,ORG
roberta,inu.39000000903711,67,112,167,"osdaliheligahehno doginadageyusv’i.
ugalsdi jadanhtesdi",ORG
roberta,inu.39000000903711,67,169,177,Adawosgi,ORG
roberta,inu.39000000903711,67,179,208,nywhtohiyada jajawesolvsdesdi,ORG
spacy-trf,inu.39000000903711,67,0,7,Adawosg,PERSON
spacy-trf,inu.39000000903711,67,9,30,nusdv hiyadv'istany'i,PERSON
spacy-trf,inu.39000000903711,67,32,54,ejalvgwdi degvyaganiha,PERSON
spacy-trf,inu.39000000903711,67,56,63,Adawosg,PERSON
spacy-trf,inu.39000000903711,67,65,84,"nusdy gvyagatahy’i,",PERSON
spacy-trf,inu.39000000903711,67,85,110,yisginali?elicheha geli?a,PERSON
spacy-trf,inu.39000000903711,67,112,146,osdaliheligahehno doginadageyusv’i,PERSON
spacy-trf,inu.39000000903711,67,148,167,ugalsdi jadanhtesdi,PERSON
spacy-trf,inu.39000000903711,67,169,177,Adawosgi,PERSON
spacy-trf,inu.39000000903711,67,179,208,nywhtohiyada jajawesolvsdesdi,PERSON
spacy-trf,inu.39000000903711,67,210,235,ujatigwuyehno gesv hiya?a,PERSON
booknlp,inu.39000000903711,79,2,7,Utana,PER
booknlp,inu.39000000903711,79,628,634,Hlahno,PER
roberta,inu.39000000903711,79,2,14,Utana kanesa,ORG
roberta,inu.39000000903711,79,19,39,gahldidany digohweli,ORG
roberta,inu.39000000903711,79,41,55,didahlilostanv,ORG
roberta,inu.39000000903711,79,62,89,judalehnvda asgwanigodidanv,ORG
roberta,inu.39000000903711,79,93,101,agwadali,ORG
roberta,inu.39000000903711,79,104,118,gayoginaligohi,ORG
roberta,inu.39000000903711,79,120,160,usdi gohweli adanydadisdisgi digohwelodi,ORG
roberta,inu.39000000903711,79,163,176,ogininawhtvhv,ORG
roberta,inu.39000000903711,79,180,191,dugwanhdady,ORG
roberta,inu.39000000903711,79,194,206,judajagalvda,ORG
roberta,inu.39000000903711,79,208,228,didalonige ijulstany,ORG
roberta,inu.39000000903711,79,233,240,diwange,ORG
roberta,inu.39000000903711,79,311,369,Agwanehltany digihwatvdi eligwu digvwohlisdi yig degohwelv,ORG
roberta,inu.39000000903711,79,389,435,nidahnehidvna igada digvsgwangohisdi degohwelv,ORG
roberta,inu.39000000903711,79,439,474,ulsegi disdawadegi nigvhnvagoliyedi,ORG
roberta,inu.39000000903711,79,477,517,igada dugwahndady hnogwule disesdi nvhgi,ORG
roberta,inu.39000000903711,79,522,562,gahlgwogi kohigwu iyudali degananugojegv,ORG
roberta,inu.39000000903711,79,566,626,Kvhnigwuhno gesv didahnesesdodi janoseho iyusdi gesv gohweli,ORG
roberta,inu.39000000903711,79,628,669,Hlahno yagwanta vsgina uwohwe lanyhi gesv,ORG
roberta,inu.39000000903711,79,671,684,Galvwgdi geli,ORG
roberta,inu.39000000903711,79,688,699,Sihno agina,ORG
roberta,inu.39000000903711,79,703,720,osda aksgwanigodi,ORG
roberta,inu.39000000903711,79,722,777,Hlahno udliyv yagwanehitano agwohlisdi iyusdi gohwelana?,ORG
spacy-trf,inu.39000000903711,79,2,18,Utana kanesa?i?i,PERSON
spacy-trf,inu.39000000903711,79,30,39,digohweli,PERSON
spacy-trf,inu.39000000903711,79,41,92,"didahlilostanv?i ale judalehnvda asgwanigodidanv?i,",PERSON
spacy-trf,inu.39000000903711,79,93,118,agwadali?i gayoginaligohi,PERSON
spacy-trf,inu.39000000903711,79,120,162,usdi gohweli adanydadisdisgi digohwelodi?i,PERSON
spacy-trf,inu.39000000903711,79,180,206,dugwanhdady?i judajagalvda,PERSON
spacy-trf,inu.39000000903711,79,208,228,didalonige ijulstany,PERSON
spacy-trf,inu.39000000903711,79,229,258,ale diwange?i gesv uwetiyv?i.,PERSON
spacy-trf,inu.39000000903711,79,259,288,Digohwelodigwu gvhdi Jalagiha,PERSON
spacy-trf,inu.39000000903711,79,289,310,digohwelanyhi gesv?i.,PERSON
spacy-trf,inu.39000000903711,79,311,372,"Agwanehltany digihwatvdi eligwu digvwohlisdi yig degohwelv?i,",PERSON
spacy-trf,inu.39000000903711,79,373,388,"agwadelohosv?i,",PERSON
spacy-trf,inu.39000000903711,79,389,438,"nidahnehidvna igada digvsgwangohisdi degohwelv?i,",PERSON
spacy-trf,inu.39000000903711,79,439,521,ulsegi disdawadegi nigvhnvagoliyedi?i igada dugwahndady hnogwule disesdi nvhgi ale,PERSON
spacy-trf,inu.39000000903711,79,522,565,gahlgwogi kohigwu iyudali degananugojegv?i.,PERSON
spacy-trf,inu.39000000903711,79,566,627,Kvhnigwuhno gesv didahnesesdodi janoseho iyusdi gesv gohweli.,PERSON
spacy-trf,inu.39000000903711,79,628,670,Hlahno yagwanta vsgina uwohwe lanyhi gesv.,PERSON
spacy-trf,inu.39000000903711,79,671,687,Galvwgdi geli?a.,PERSON
spacy-trf,inu.39000000903711,79,688,702,"Sihno agina’a,",PERSON
spacy-trf,inu.39000000903711,79,703,721,osda aksgwanigodi.,PERSON
spacy-trf,inu.39000000903711,79,722,782,Hlahno udliyv yagwanehitano agwohlisdi iyusdi gohwelana?v?i.,PERSON
booknlp,inu.39000000903711,80,0,8,Adawosgi,PER
booknlp,inu.39000000903711,80,80,88,Adawosgi,PER
booknlp,inu.39000000903711,80,114,122,Adawosgi,PER
booknlp,inu.39000000903711,80,224,253,Ꮧ ᏣᏁᎳᏛ ᎠᏇᏙᎳ ᎠᎴ ᏗᏤᏥ ᏂᎦᏓ ᎦᏥᎦᏙᎥᏌ,PER
booknlp,inu.39000000903711,80,343,373,ᏤᏣᏂᏌᎲ ᎠᏇᏙᎸᎯ ᎠᎴ ᏥᏍᏆᎵᏃ ᎮᏔᏃ ᏂᎬᏩᏍᏗ,PER
roberta,inu.39000000903711,80,0,8,Adawosgi,PER
spacy-trf,inu.39000000903711,80,0,8,Adawosgi,PERSON
spacy-trf,inu.39000000903711,80,80,88,Adawosgi,PERSON
spacy-trf,inu.39000000903711,80,114,122,Adawosgi,PERSON
booknlp,inu.39000000903711,82,124,127,Jay,GPE
booknlp,inu.39000000903711,82,133,140,Swimmer,PER
booknlp,inu.39000000903711,82,188,194,Evelyn,PER
roberta,inu.39000000903711,82,109,120,Dairy Queen,ORG
roberta,inu.39000000903711,82,124,127,Jay,LOC
roberta,inu.39000000903711,82,133,140,Swimmer,PER
roberta,inu.39000000903711,82,188,194,Evelyn,PER
roberta,inu.39000000903711,82,235,240,Daddy,PER
spacy-trf,inu.39000000903711,82,105,120,the Dairy Queen,ORG
spacy-trf,inu.39000000903711,82,124,127,Jay,GPE
spacy-trf,inu.39000000903711,82,133,140,Swimmer,PERSON
spacy-trf,inu.39000000903711,82,188,194,Evelyn,PERSON
booknlp,inu.39000000903711,97,11,17,kolana,PER
booknlp,inu.39000000903711,97,38,57,Tiktolihno julsingi,PER
booknlp,inu.39000000903711,97,367,372,Adaha,PER
booknlp,inu.39000000903711,97,500,511,Gvyanugidly,PER
roberta,inu.39000000903711,97,0,34,Tstihgvhno kolana gohya’dy nasgiya,ORG
roberta,inu.39000000903711,97,35,36,i,ORG
roberta,inu.39000000903711,97,38,79,Tiktolihno julsingi ama judanehdi nasgiya,ORG
roberta,inu.39000000903711,97,80,81,i,ORG
roberta,inu.39000000903711,97,83,93,Ale hiyelv,ORG
roberta,inu.39000000903711,97,94,124,"i gesv galvgwdi
adanelv iyusdi",ORG
roberta,inu.39000000903711,97,132,142,unehlanvhi,ORG
roberta,inu.39000000903711,97,144,155,galvgwdohdi,ORG
roberta,inu.39000000903711,97,160,171,gvlvgwodiha,ORG
roberta,inu.39000000903711,97,186,187,i,ORG
roberta,inu.39000000903711,97,206,207,i,ORG
roberta,inu.39000000903711,97,222,256,jisgwa sunale danihnogisgv nasgiya,ORG
roberta,inu.39000000903711,97,257,258,i,ORG
roberta,inu.39000000903711,97,268,287,jinijiwe yinagiwesa,ORG
roberta,inu.39000000903711,97,293,302,gvnohesgv,ORG
roberta,inu.39000000903711,97,304,325,ayv vsgwu gadanohesgo,ORG
roberta,inu.39000000903711,97,326,327,i,ORG
roberta,inu.39000000903711,97,339,356,ayvhno gesv sagwu,ORG
roberta,inu.39000000903711,97,357,361,igwu,ORG
roberta,inu.39000000903711,97,367,393,Adaha galhjode gvyanesgesi,ORG
roberta,inu.39000000903711,97,410,414,yigi,ORG
roberta,inu.39000000903711,97,416,420,Uhna,ORG
roberta,inu.39000000903711,97,425,446,nogwu uhisohdi yigagi,ORG
roberta,inu.39000000903711,97,465,477,yiginaligoha,ORG
roberta,inu.39000000903711,97,479,496,jisgayegvsda geso,ORG
roberta,inu.39000000903711,97,497,498,i,ORG
roberta,inu.39000000903711,97,500,511,Gvyanugidly,ORG
roberta,inu.39000000903711,97,517,538,uhisohdi yigajadanhta,ORG
roberta,inu.39000000903711,97,545,551,hineji,ORG
roberta,inu.39000000903711,97,557,565,uhisondi,ORG
spacy-trf,inu.39000000903711,97,11,36,kolana gohya’dy nasgiya’i,PERSON
spacy-trf,inu.39000000903711,97,38,82,Tiktolihno julsingi ama judanehdi nasgiya'i.,PERSON
spacy-trf,inu.39000000903711,97,83,109,Ale hiyelv?i gesv galvgwdi,PERSON
spacy-trf,inu.39000000903711,97,173,187,ama ganugogv?i,PERSON
spacy-trf,inu.39000000903711,97,188,207,nahna jigaditasgo'i,PERSON
spacy-trf,inu.39000000903711,97,222,259,"jisgwa sunale danihnogisgv nasgiya?i,",PERSON
spacy-trf,inu.39000000903711,97,260,303,"hi'ahno jinijiwe yinagiwesa nihi gvnohesgv,",PERSON
spacy-trf,inu.39000000903711,97,304,328,"ayv vsgwu gadanohesgo?i,",PERSON
spacy-trf,inu.39000000903711,97,329,362,nihihehno ayvhno gesv sagwu?igwu.,PERSON
spacy-trf,inu.39000000903711,97,367,394,Adaha galhjode gvyanesgesi.,PERSON
spacy-trf,inu.39000000903711,97,395,414,Nahna inisagwu yigi,PERSON
spacy-trf,inu.39000000903711,97,421,446,hla nogwu uhisohdi yigagi,PERSON
spacy-trf,inu.39000000903711,97,448,458,Iga joduhi,PERSON
spacy-trf,inu.39000000903711,97,460,477,Nihi yiginaligoha,PERSON
spacy-trf,inu.39000000903711,97,479,499,jisgayegvsda geso?i.,PERSON
spacy-trf,inu.39000000903711,97,513,539,hla uhisohdi yigajadanhta.,PERSON
spacy-trf,inu.39000000903711,97,540,551,Nihi hineji,PERSON
spacy-trf,inu.39000000903711,97,553,580,hla uhisondi yigvgwadanhta.,PERSON
booknlp,inu.39000000903711,104,219,227,McLemore,PER
booknlp,inu.39000000903711,104,306,331,ᎢᏳᏃ ᎤᏙᎯᏳ ᏱᏣᏚᎵ ᎥᏍᎩ ᎢᏯᏆᏛᏁᏗᎢ,PER
booknlp,inu.39000000903711,104,495,502,Unijiya,PER
spacy-trf,inu.39000000903711,104,402,426,Aniyonega ijulaha yojeha,PERSON
spacy-trf,inu.39000000903711,104,464,493,Galogwe gvhdi yijiluga kilo'i,PERSON
spacy-trf,inu.39000000903711,104,495,540,Unijiya yidega suhda hla gohusdi nudale gvhdi,PERSON
spacy-trf,inu.39000000903711,104,542,575,Nvdagi iyudanvhida eladi yiganigi,PERSON
spacy-trf,inu.39000000903711,104,577,619,McLemore gadogv igvyi didía yigale?vga vv.,PERSON
spacy-trf,inu.39000000903711,104,634,655,yijiyosi yikstayosela,PERSON
booknlp,inu.39000000903711,107,30,37,Gvhnida,PER
roberta,inu.39000000903711,107,0,37,"Elohi igiji jig nasgiya nihi.
Gvhnida",ORG
roberta,inu.39000000903711,107,42,56,adageyhdi nihi,ORG
spacy-trf,inu.39000000903711,107,0,11,Elohi igiji,PERSON
spacy-trf,inu.39000000903711,107,16,28,nasgiya nihi,PERSON
spacy-trf,inu.39000000903711,107,30,56,Gvhnida ale adageyhdi nihi,PERSON
spacy-trf,inu.39000000903711,107,57,73,ale alsdayhdohdi,PERSON
spacy-trf,inu.39000000903711,107,75,86,Udanhti ale,PERSON
spacy-trf,inu.39000000903711,107,87,99,adulhdi nihi,PERSON
booknlp,inu.39000000903711,121,0,6,Guwist,PER
booknlp,inu.39000000903711,121,54,60,Guwist,PER
roberta,inu.39000000903711,121,0,6,Guwist,PER
spacy-trf,inu.39000000903711,121,0,6,Guwist,PERSON
spacy-trf,inu.39000000903711,121,54,60,Guwist,PERSON
spacy-trf,inu.39000000903711,121,110,116,Guwist,PERSON
stanford,inu.39000000903711,122,31,37,Guwist,LOCATION
booknlp,inu.39000000903711,122,31,37,Guwist,PER
roberta,inu.39000000903711,122,0,29,Nogwuhno sgwa jeli nigvyvnela,ORG
roberta,inu.39000000903711,122,31,37,Guwist,LOC
spacy-trf,inu.39000000903711,122,9,29,sgwa jeli nigvyvnela,PERSON
spacy-trf,inu.39000000903711,122,31,37,Guwist,ORG
spacy-trf,inu.39000000903711,122,39,61,ayvhno nihi gvyajeli’i,PERSON
spacy-trf,inu.39000000903711,122,63,87,ale nogwu ijula sagwugwu,PERSON
spacy-trf,inu.39000000903711,122,89,95,Guwist,ORG
spacy-trf,inu.39000000903711,122,97,108,agehya juda,GPE
spacy-trf,inu.39000000903711,122,109,140,kanhdi iyusdi desgwakahnisgo'i.,PERSON
spacy-trf,inu.39000000903711,122,141,147,Guwist,ORG
spacy-trf,inu.39000000903711,122,149,199,asgaya iyagadvhnehdi gesv nasgiya nisgwadvhneho?i.,PERSON
stanford,mdp.39015046352020,60,146,154,Moenkopi,ORGANIZATION
stanford,mdp.39015046352020,60,307,323,Catholic Fathers,ORGANIZATION
booknlp,mdp.39015046352020,60,146,154,Moenkopi,GPE
booknlp,mdp.39015046352020,60,185,189,Hopi,PER
booknlp,mdp.39015046352020,60,229,247,the Conquistadores,PER
booknlp,mdp.39015046352020,60,379,384,Hopis,PER
booknlp,mdp.39015046352020,60,405,414,the Hopis,PER
roberta,mdp.39015046352020,60,146,154,Moenkopi,LOC
roberta,mdp.39015046352020,60,185,189,Hopi,MISC
roberta,mdp.39015046352020,60,207,218,pre-Spanish,MISC
roberta,mdp.39015046352020,60,233,247,Conquistadores,MISC
roberta,mdp.39015046352020,60,307,323,Catholic Fathers,MISC
roberta,mdp.39015046352020,60,379,384,Hopis,MISC
roberta,mdp.39015046352020,60,390,397,Spanish,MISC
roberta,mdp.39015046352020,60,409,414,Hopis,MISC
spacy-trf,mdp.39015046352020,60,146,154,Moenkopi,GPE
spacy-trf,mdp.39015046352020,60,185,189,Hopi,NORP
spacy-trf,mdp.39015046352020,60,207,218,pre-Spanish,NORP
spacy-trf,mdp.39015046352020,60,233,247,Conquistadores,NORP
spacy-trf,mdp.39015046352020,60,307,315,Catholic,NORP
spacy-trf,mdp.39015046352020,60,379,384,Hopis,NORP
spacy-trf,mdp.39015046352020,60,390,397,Spanish,NORP
spacy-trf,mdp.39015046352020,60,409,414,Hopis,NORP
stanford,mdp.39015046352020,64,210,216,Oraibi,LOCATION
booknlp,mdp.39015046352020,64,81,88,kachina,PER
booknlp,mdp.39015046352020,64,159,166,kachina,PER
booknlp,mdp.39015046352020,64,210,216,Oraibi,GPE
roberta,mdp.39015046352020,64,210,216,Oraibi,LOC
spacy-trf,mdp.39015046352020,64,210,216,Oraibi,GPE
stanford,mdp.39015046352020,70,162,167,Henry,ORGANIZATION
stanford,mdp.39015046352020,70,288,295,Winslow,LOCATION
booknlp,mdp.39015046352020,70,0,6,Mother,PER
booknlp,mdp.39015046352020,70,162,167,Henry,PER
booknlp,mdp.39015046352020,70,288,295,Winslow,GPE
roberta,mdp.39015046352020,70,0,6,Mother,PER
roberta,mdp.39015046352020,70,162,167,Henry,PER
roberta,mdp.39015046352020,70,288,295,Winslow,LOC
spacy-trf,mdp.39015046352020,70,162,167,Henry,PERSON
spacy-trf,mdp.39015046352020,70,288,295,Winslow,GPE
stanford,mdp.39015046352020,71,18,22,Utah,LOCATION
stanford,mdp.39015046352020,71,24,32,Hualapai,LOCATION
stanford,mdp.39015046352020,71,49,59,New Mexico,LOCATION
stanford,mdp.39015046352020,71,85,89,Taos,LOCATION
stanford,mdp.39015046352020,71,164,171,Winslow,PERSON
stanford,mdp.39015046352020,71,207,215,Santa Fe,ORGANIZATION
stanford,mdp.39015046352020,71,236,245,Flagstaff,LOCATION
booknlp,mdp.39015046352020,71,18,22,Utah,GPE
booknlp,mdp.39015046352020,71,24,32,Hualapai,GPE
booknlp,mdp.39015046352020,71,34,38,Zuni,PER
booknlp,mdp.39015046352020,71,85,89,Taos,PER
booknlp,mdp.39015046352020,71,164,171,Winslow,GPE
booknlp,mdp.39015046352020,71,236,245,Flagstaff,GPE
roberta,mdp.39015046352020,71,18,22,Utah,LOC
roberta,mdp.39015046352020,71,24,32,Hualapai,LOC
roberta,mdp.39015046352020,71,34,38,Zuni,LOC
roberta,mdp.39015046352020,71,49,59,New Mexico,LOC
roberta,mdp.39015046352020,71,85,89,Taos,LOC
roberta,mdp.39015046352020,71,116,120,Hopi,MISC
roberta,mdp.39015046352020,71,143,147,Hopi,MISC
roberta,mdp.39015046352020,71,164,171,Winslow,LOC
roberta,mdp.39015046352020,71,207,215,Santa Fe,ORG
roberta,mdp.39015046352020,71,236,245,Flagstaff,LOC
spacy-trf,mdp.39015046352020,71,18,22,Utah,GPE
spacy-trf,mdp.39015046352020,71,24,32,Hualapai,GPE
spacy-trf,mdp.39015046352020,71,34,38,Zuni,GPE
spacy-trf,mdp.39015046352020,71,49,59,New Mexico,GPE
spacy-trf,mdp.39015046352020,71,85,89,Taos,GPE
spacy-trf,mdp.39015046352020,71,116,120,Hopi,NORP
spacy-trf,mdp.39015046352020,71,143,147,Hopi,NORP
spacy-trf,mdp.39015046352020,71,164,171,Winslow,GPE
spacy-trf,mdp.39015046352020,71,207,215,Santa Fe,GPE
spacy-trf,mdp.39015046352020,71,236,245,Flagstaff,GPE
booknlp,mdp.39015046352020,73,135,145,the Navajo,PER
booknlp,mdp.39015046352020,73,289,299,the Navajo,PER
booknlp,mdp.39015046352020,73,385,393,the Hopi,PER
booknlp,mdp.39015046352020,73,559,563,Hopi,PER
booknlp,mdp.39015046352020,73,714,720,Navajo,PER
roberta,mdp.39015046352020,73,4,8,Hopi,MISC
roberta,mdp.39015046352020,73,139,145,Navajo,MISC
roberta,mdp.39015046352020,73,293,299,Navajo,MISC
roberta,mdp.39015046352020,73,358,364,Navajo,MISC
roberta,mdp.39015046352020,73,389,393,Hopi,MISC
roberta,mdp.39015046352020,73,544,550,Navajo,MISC
roberta,mdp.39015046352020,73,559,563,Hopi,MISC
roberta,mdp.39015046352020,73,714,720,Navajo,MISC
spacy-trf,mdp.39015046352020,73,4,8,Hopi,NORP
spacy-trf,mdp.39015046352020,73,139,145,Navajo,NORP
spacy-trf,mdp.39015046352020,73,293,299,Navajo,NORP
spacy-trf,mdp.39015046352020,73,358,364,Navajo,NORP
spacy-trf,mdp.39015046352020,73,389,393,Hopi,NORP
spacy-trf,mdp.39015046352020,73,544,550,Navajo,NORP
spacy-trf,mdp.39015046352020,73,559,563,Hopi,NORP
stanford,mdp.39015046352020,74,5,9,Hopi,PERSON
stanford,mdp.39015046352020,74,169,175,Navajo,PERSON
stanford,mdp.39015046352020,74,224,228,Hopi,PERSON
stanford,mdp.39015046352020,74,300,306,Navajo,PERSON
stanford,mdp.39015046352020,74,329,333,Hopi,PERSON
stanford,mdp.39015046352020,74,552,558,Navajo,PERSON
stanford,mdp.39015046352020,74,659,663,Hopi,PERSON
booknlp,mdp.39015046352020,74,0,9,Mrs. Hopi,PER
booknlp,mdp.39015046352020,74,164,175,Mrs. Navajo,PER
booknlp,mdp.39015046352020,74,219,228,Mrs. Hopi,PER
booknlp,mdp.39015046352020,74,295,306,Mrs. Navajo,PER
booknlp,mdp.39015046352020,74,324,333,Mrs. Hopi,PER
booknlp,mdp.39015046352020,74,548,558,Mr. Navajo,PER
booknlp,mdp.39015046352020,74,654,663,Mrs. Hopi,PER
roberta,mdp.39015046352020,74,5,9,Hopi,PER
roberta,mdp.39015046352020,74,169,175,Navajo,PER
spacy-trf,mdp.39015046352020,74,5,9,Hopi,PERSON
spacy-trf,mdp.39015046352020,74,169,175,Navajo,PERSON
spacy-trf,mdp.39015046352020,74,224,228,Hopi,PERSON
spacy-trf,mdp.39015046352020,74,300,306,Navajo,PERSON
spacy-trf,mdp.39015046352020,74,329,333,Hopi,PERSON
spacy-trf,mdp.39015046352020,74,552,558,Navajo,PERSON
spacy-trf,mdp.39015046352020,74,659,663,Hopi,PERSON
stanford,mdp.39015046352020,78,43,50,Yokeoma,PERSON
stanford,mdp.39015046352020,78,106,114,Lololama,LOCATION
stanford,mdp.39015046352020,78,127,137,Washington,LOCATION
stanford,mdp.39015046352020,78,211,218,Yokeoma,PERSON
stanford,mdp.39015046352020,78,236,244,Lololama,PERSON
booknlp,mdp.39015046352020,78,0,8,Lololama,PER
booknlp,mdp.39015046352020,78,43,50,Yokeoma,PER
booknlp,mdp.39015046352020,78,106,114,Lololama,PER
booknlp,mdp.39015046352020,78,127,137,Washington,GPE
roberta,mdp.39015046352020,78,0,8,Lololama,PER
roberta,mdp.39015046352020,78,43,50,Yokeoma,PER
roberta,mdp.39015046352020,78,127,137,Washington,LOC
